15/08/2021;42,70;Antes do almoço. Após evacuar.;;;;;;;;;;;;;
21/08/2021;42,55;Antes do jantar. Após evacuar.;;;;;;;;;;;;;
28/08/2021;42,35;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
05/09/2021;42,15;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
12/09/2021;42,15;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
19/09/2021;41,75;Antes do jantar. Após evacuar.;;;;;;;;;;;;;
27/09/2021;41,95;Antes do jantar. Após evacuar.;;;;;;;;;;;;;
03/10/2021;41,85;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
11/10/2021;41,95;Antes do jantar. Após evacuar.;;;;;;;;;;;;;
17/10/2021;41,65;Antes do jantar. Após evacuar.;;;;;;;;;;;;;
24/10/2021;41,55;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
02/11/2021;41,55;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
07/11/2021;41,75;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
15/11/2021;41,75;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
21/11/2021;41,35;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
28/11/2021;41,65;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
12/12/2021;41,75;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
19/12/2021;41,85;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
26/12/2021;42,10;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
02/01/2022;41,65;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
11/01/2022;42,05;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
16/01/2022;42,05;Depois do jantar. Depois de evacuar;;;;;;;;;;;;;
23/01/2022;42,10;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
09/02/2022;43,30;ÀS 15:20hrs, 5 horas após o almoço.;;;;;;;;;;;;;
13/02/2022;43,50;Antes do jantar. Antes de evacuar / Reduzir a ração do almoço para 200g;;;;;;;;;;;;;
20/02/2022;43,55;Antes do jantar. Após evacuar.;;;;;;;;;;;;;
27/02/2022;43,05;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
06/03/2022;42,60;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
20/03/2022;42,60;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
27/03/2022;42,60;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
10/04/2022;42,80;Antes do jantar. Após evacuar;;;;;;;;;;;;;
19/04/2022;43,15;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
25/04/2022;43,40;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
01/05/2022;43,15;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
08/05/2022;43,00;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
18/05/2022;43,30;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
30/05/2022;42,75;Antes do jantar. Antes de evacuar;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
